model,max_ratings,rmse,mae,n_predictions
IBCF (min_support=3),1,1.2604932848127028,0.9167224640107131,5974
IBCF (min_support=3),3,1.0495012677868734,0.807423209119189,9751
IBCF (min_support=3),5,1.004460989809184,0.7775741677466841,11385
IBCF (min_support=3),10,0.9672991997993851,0.7442093642466536,12732
IBCF (min_support=3),20,0.9900868758219217,0.7598935188755029,13266
IBCF (min_support=3),full,0.8729003629901164,0.6692690846569623,13406
